anno_acc,id_ateneo,id_laurea,zona,regione,ateneo,tipologia,durata,laurea,codice_classe,nome_classe,isc_1anno,isc_totali,url_corso
2022/2023,07801,1581940,SUD,CALABRIA,Calabria,triennale,3,informatica,NA,scienze e tecnologie informatiche,113,463,https://informatica.unical.it/
2022/2023,07801,1579712,SUD,CALABRIA,Calabria,triennale,3,scienze naturali e ambientali,NA,scienze e tecnologie per l'ambiente e la natura,NA,NA,http://www2.unical.it/portale/strutture/dipartimenti_240/dibest/didattica/laureetriennali/270/scienzenaturali/
2022/2023,07801,1580182,SUD,CALABRIA,Calabria,triennale,3,economia,NA,scienze economiche,219,885,https://desf.unical.it/storage/cds/13741/
2022/2023,07801,1579713,SUD,CALABRIA,Calabria,triennale,3,scienze geologiche,NA,scienze geologiche,36,135,http://www2.unical.it/portale/strutture/dipartimenti_240/dibest/didattica/laureetriennali/270/scienzegeologiche/
2022/2023,07801,1581941,SUD,CALABRIA,Calabria,triennale,3,matematica,NA,scienze matematiche,70,248,http://www.mat.unical.it/matematica
2022/2023,07801,1580744,SUD,CALABRIA,Calabria,triennale,3,scienze politiche,NA,scienze politiche e delle relazioni internazionali,112,479,http://www.unical.it/portale/strutture/dipartimenti_240/dsps/didattica/cdl/cdl_sp270/
2022/2023,07801,1580745,SUD,CALABRIA,Calabria,triennale,3,servizio sociale,NA,servizio sociale,83,314,http://www.unical.it/portale/strutture/dipartimenti_240/dsps/didattica/cdl/cdl_ss270/
2022/2023,07801,1580183,SUD,CALABRIA,Calabria,triennale,3,statistica per data science,NA,statistica,NA,NA,https://desf.unical.it/storage/cds/13740/
2022/2023,07801,1579614,SUD,CALABRIA,Calabria,ciclo_unico,5,giurisprudenza,NA,magistrali in giurisprudenza,194,1399,https://www2.unical.it/portale/strutture/dipartimenti_240/discag/didattica/cdl/giur/
2022/2023,07801,1579722,SUD,CALABRIA,Calabria,magistrale,2,intelligence per la legalità e la tutela dei beni culturali e archeologici,NA,archeologia,NA,NA,https://www.unical.it/portale/strutture/dipartimenti_240/dlse/didattica/
2022/2023,07801,1579717,SUD,CALABRIA,Calabria,magistrale,2,biologia,NA,biologia,64,160,http://www2.unical.it/portale/strutture/dipartimenti_240/dibest/didattica/laureemagistrali/270/biologia/
2022/2023,07801,1579718,SUD,CALABRIA,Calabria,magistrale,2,health biotechnology,NA,"biotecnologie mediche, veterinarie e farmaceutiche",NA,NA,https://www2.unical.it/portale/strutture/dipartimenti_240/dibest/didattica/laureemagistrali/270/healthbiotechnology/
2022/2023,07801,1582472,SUD,CALABRIA,Calabria,ciclo_unico,5,chimica e tecnologia farmaceutiche,NA,farmacia e farmacia industriale,NA,NA,https://www2.unical.it/portale/strutture/dipartimenti_240/dfssn/corsi_di_laurea_270/ctf/
2022/2023,07801,1582468,SUD,CALABRIA,Calabria,ciclo_unico,5,farmacia,NA,farmacia e farmacia industriale,NA,NA,https://www.unical.it/storage/cds/7503/
2022/2023,07801,1579734,SUD,CALABRIA,Calabria,magistrale,2,filologia moderna,NA,filologia moderna,52,139,https://www2.unical.it/portale/strutture/dipartimenti_240/dsu/didattica/filologiamoderna/
2022/2023,07801,1579735,SUD,CALABRIA,Calabria,magistrale,2,scienze dell'antichità,NA,"filologia, letterature e storia dell'antichità",NA,NA,https://www2.unical.it/portale/strutture/dipartimenti_240/dsu/didattica/scienzeantichita/
2022/2023,07801,1579823,SUD,CALABRIA,Calabria,magistrale,2,finance and insurance,NA,finanza,20,46,https://desf.unical.it/storage/cds/13736/
2022/2023,07801,1579478,SUD,CALABRIA,Calabria,magistrale,2,physics,NA,fisica,NA,NA,http://www.fis.unical.it
2022/2023,07801,1581942,SUD,CALABRIA,Calabria,magistrale,2,artificial intelligence and computer science,NA,informatica,NA,NA,https://informatica.unical.it/
2022/2023,07801,1580910,SUD,CALABRIA,Calabria,magistrale,2,ingegneria chimica,NA,ingegneria chimica,19,55,http://dimes.unical.it/
2022/2023,07801,1581421,SUD,CALABRIA,Calabria,magistrale,2,ingegneria civile,NA,ingegneria civile,71,257,http://www.ingegneriacivile.unical.it/civilemagistrale
2022/2023,07801,1580911,SUD,CALABRIA,Calabria,magistrale,2,robotics and automation engineering,NA,ingegneria dell'automazione,NA,NA,http://www.dimes.unical.it
2022/2023,07801,1580912,SUD,CALABRIA,Calabria,magistrale,2,"telecommunication engineering: smart sensing, computing and networking",NA,ingegneria delle telecomunicazioni,NA,NA,https://corsilaurea22-23.unical.it/corso/telecommunication-engineering-smart-sensing-computing-networking/
2022/2023,07801,1580913,SUD,CALABRIA,Calabria,magistrale,2,ingegneria elettronica,NA,ingegneria elettronica,16,60,https://elettronica.dimes.unical.it
2022/2023,07801,1580631,SUD,CALABRIA,Calabria,magistrale,2,ingegneria energetica,NA,ingegneria energetica e nucleare,33,93,http://www2.unical.it/portale/strutture/dipartimenti_240/dimeg/didattica/cds/lmie/
2022/2023,07801,1580632,SUD,CALABRIA,Calabria,magistrale,2,ingegneria gestionale,NA,ingegneria gestionale,124,255,http://www2.unical.it/portale/strutture/dipartimenti_240/dimeg/didattica/cds/lmig/
2022/2023,07801,1580914,SUD,CALABRIA,Calabria,magistrale,2,ingegneria informatica,NA,ingegneria informatica,54,188,https://corsilaurea22-23.unical.it/corso/ingegneria-informatica-2/
2022/2023,07801,1580633,SUD,CALABRIA,Calabria,magistrale,2,ingegneria meccanica,NA,ingegneria meccanica,57,117,http://www2.unical.it/portale/strutture/dipartimenti_240/dimeg/didattica/cds/lmim/
2022/2023,07801,1581185,SUD,CALABRIA,Calabria,magistrale,2,ingegneria per l'ambiente e la sicurezza del territorio,NA,ingegneria per l'ambiente e il territorio,NA,NA,https://diam.unical.it/pagine/corsi-di-studio
2022/2023,07801,1579736,SUD,CALABRIA,Calabria,magistrale,2,lingue e letterature moderne,NA,lingue e letterature moderne europee e americane,52,149,https://www2.unical.it/portale/strutture/dipartimenti_240/dsu/didattica/lingueletteraturemod/
2022/2023,07801,1581943,SUD,CALABRIA,Calabria,magistrale,2,mathematics,NA,matematica,NA,NA,http://www.mat.unical.it/matematica
2022/2023,07801,1579723,SUD,CALABRIA,Calabria,magistrale,2,gestione e conservazione dei documenti digitali,NA,metodologie informatiche per le discipline umanistiche,NA,NA,http://www.unical.it/portale/strutture/dipartimenti_240/dlse/didattica/cds/gcdd/
2022/2023,07801,1579615,SUD,CALABRIA,Calabria,magistrale,2,valorizzazione dei sistemi turistico culturali,NA,progettazione e gestione dei sistemi turistici,36,97,https://www2.unical.it/portale/strutture/dipartimenti_240/discag/didattica/cdl/vstc/
2022/2023,07801,1582578,SUD,CALABRIA,Calabria,magistrale,2,chemistry,NA,scienze chimiche,NA,NA,http://www.unical.it/ctc
2022/2023,07801,1580184,SUD,CALABRIA,Calabria,magistrale,2,economia e commercio,NA,scienze dell'economia,63,127,https://desf.unical.it/storage/cds/13738/
2022/2023,07801,1579714,SUD,CALABRIA,Calabria,magistrale,2,biodiversità e sistemi naturali,NA,scienze della natura,NA,NA,http://www2.unical.it/portale/strutture/dipartimenti_240/dibest/didattica/laureemagistrali/270/biodiversita/
2022/2023,07801,1582470,SUD,CALABRIA,Calabria,magistrale,2,scienza della nutrizione,NA,scienze della nutrizione umana,49,158,https://www2.unical.it/portale/strutture/dipartimenti_240/dfssn/corsi_di_laurea_270/sns/
2022/2023,07801,1580746,SUD,CALABRIA,Calabria,magistrale,2,scienze politiche e istituzioni comparate,NA,scienze della politica,NA,NA,https://www.unical.it/portale/strutture/dipartimenti_240/dsps/didattica/cdl/cdlm_62_2020
2022/2023,07801,1580747,SUD,CALABRIA,Calabria,magistrale,2,scienze delle pubbliche amministrazioni,NA,scienze delle pubbliche amministrazioni,78,205,http://www.unical.it/portale/strutture/dipartimenti_240/dsps/didattica/cdl/cdl_sas270/
2022/2023,07801,1579737,SUD,CALABRIA,Calabria,magistrale,2,"dams e storia dell'arte. organizzazione e teoria delle arti, della musica e del teatro",NA,scienze dello spettacolo e produzione multimediale,NA,NA,https://www2.unical.it/portale/strutture/dipartimenti_240/dsu/didattica/damsestoriadellarte/
2022/2023,07801,1579715,SUD,CALABRIA,Calabria,magistrale,2,scienze geologiche,NA,scienze e tecnologie geologiche,33,102,http://www2.unical.it/portale/strutture/dipartimenti_240/dibest/didattica/laureemagistrali/270/scienzegeologiche/
2022/2023,07801,1579616,SUD,CALABRIA,Calabria,magistrale,2,economia aziendale e management,NA,scienze economico-aziendali,191,426,https://www2.unical.it/portale/strutture/dipartimenti_240/discag/didattica/cdl/eamag/
2022/2023,07801,1579738,SUD,CALABRIA,Calabria,magistrale,2,scienze filosofiche,NA,scienze filosofiche,20,70,https://www2.unical.it/portale/strutture/dipartimenti_240/dsu/didattica/scienzefilosofiche/
2022/2023,07801,1580748,SUD,CALABRIA,Calabria,magistrale,2,"sociologia, cooperazione e sviluppo",NA,scienze per la cooperazione allo sviluppo,NA,NA,https://www.unical.it/portale/strutture/dipartimenti_240/dsps/didattica/cdl/cdlm_81_88
2022/2023,07801,1580185,SUD,CALABRIA,Calabria,magistrale,2,data science per le strategie aziendali,NA,scienze statistiche,NA,NA,https://desf.unical.it/storage/cds/13739/
2022/2023,07801,1579739,SUD,CALABRIA,Calabria,magistrale,2,scienze storiche,NA,scienze storiche,36,94,https://www2.unical.it/portale/strutture/dipartimenti_240/dsu/didattica/scienzestoriche/
2022/2023,07801,1579724,SUD,CALABRIA,Calabria,magistrale,2,scienze pedagogiche,NA,scienze pedagogiche,NA,NA,http://www.unical.it/portale/strutture/dipartimenti_240/dlse/didattica/cds/spie/
2022/2023,07801,1580749,SUD,CALABRIA,Calabria,magistrale,2,scienze delle politiche e dei servizi sociali,NA,servizio sociale e politiche sociali,63,165,http://www.unical.it/portale/strutture/dipartimenti_240/dsps/didattica/cdl/cdl_spsss270/
2022/2023,07801,1582620,SUD,CALABRIA,Calabria,magistrale,2,comunicazione e tecnologie dell'informazione,NA,teorie della comunicazione,16,59,https://www2.unical.it/portale/strutture/dipartimenti_240/dsu/didattica/comunicazione/
2022/2023,07801,1579716,SUD,CALABRIA,Calabria,ciclo_unico,5,conservazione e restauro dei beni culturali (abilitante ai sensi del d.lgs n.42/2004),NA,conservazione e restauro dei beni culturali,NA,NA,https://www2.unical.it/portale/strutture/dipartimenti_240/dibest/didattica/laureemagistrali/270/consrestaurocu/
2022/2023,06001,1579021,CENTRO,LAZIO,Cassino,triennale,3,scienze motorie,NA,scienze delle attività motorie e sportive,178,527,http://www.unicas.it/scienze-motorie
2022/2023,06001,1579493,CENTRO,LAZIO,Cassino,magistrale,2,sport management,NA,organizzazione e gestione dei servizi per lo sport e le attività motorie,NA,NA,http://www.unicas.it/sport-management
2022/2023,06001,1579022,CENTRO,LAZIO,Cassino,magistrale,2,scienze e tecniche delle attività motorie preventive e adattate,NA,scienze e tecniche delle attività motorie preventive e adattate,74,120,http://www.unicas.it/scienze-tecniche-attivita-motorie-preventive-adattate
2022/2023,08701,1582260,ISOLE,SICILIA,Catania,triennale,3,beni culturali,NA,beni culturali,172,760,http://www.disum.unict.it/corsi/l-1
2022/2023,08701,1581860,ISOLE,SICILIA,Catania,triennale,3,biotecnologie,NA,biotecnologie,NA,NA,http://www.biometec.unict.it/corsi/l-2
2022/2023,08701,1582272,ISOLE,SICILIA,Catania,triennale,3,filosofia,NA,filosofia,99,422,http://www.disum.unict.it/corsi/l-5
2022/2023,08701,1582261,ISOLE,SICILIA,Catania,triennale,3,lettere,NA,lettere,213,907,http://www.disum.unict.it/corsi/l-10
2022/2023,08701,1582601,ISOLE,SICILIA,Catania,triennale,3,lingue e culture europee euroamericane ed orientali,NA,lingue e culture moderne,279,1188,http://www.disum.unict.it/corsi/l-11
2022/2023,08701,1583000,ISOLE,SICILIA,Catania,triennale,3,mediazione linguistica e interculturale,NA,mediazione linguistica,230,883,http://www.sdslingue.unict.it
2022/2023,08701,1582690,ISOLE,SICILIA,Catania,triennale,3,scienze biologiche,NA,scienze biologiche,172,680,http://www.dipbiogeo.unict.it/corsi/l-13
2022/2023,08701,1581080,ISOLE,SICILIA,Catania,triennale,3,economia aziendale,NA,scienze dell'economia e della gestione aziendale,464,1907,http://www.dei.unict.it/corsi/l-18
2022/2023,08701,1580176,ISOLE,SICILIA,Catania,triennale,3,scienze dell'educazione e della formazione,NA,scienze dell'educazione e della formazione,240,775,http://www.disfor.unict.it/corsi/l-19
2022/2023,08701,1582263,ISOLE,SICILIA,Catania,triennale,3,scienze e lingue per la comunicazione,NA,scienze della comunicazione,305,1130,http://www.disum.unict.it/corsi/l-20
2022/2023,08701,1581861,ISOLE,SICILIA,Catania,triennale,3,scienze motorie,NA,scienze delle attività motorie e sportive,95,368,http://www.biometec.unict.it/corsi/l-22
2022/2023,08701,1580916,ISOLE,SICILIA,Catania,triennale,3,scienze e tecniche psicologiche,NA,scienze e tecniche psicologiche,234,982,http://www.disfor.unict.it/corsi/l-24
2022/2023,08701,1583326,ISOLE,SICILIA,Catania,triennale,3,scienze farmaceutiche applicate,NA,scienze e tecnologie farmaceutiche,92,274,http://www.dsf.unict.it/corsi/l-29_sfa
2022/2023,08701,1581081,ISOLE,SICILIA,Catania,triennale,3,economia,NA,scienze economiche,244,1002,http://www.dei.unict.it/corsi/l-33
2022/2023,08701,1583462,ISOLE,SICILIA,Catania,triennale,3,sociologia e servizio sociale,NA,servizio sociale,46,290,http://www.dsps.unict.it
2022/2023,08701,1581865,ISOLE,SICILIA,Catania,magistrale,2,biotecnologie mediche,NA,"biotecnologie mediche, veterinarie e farmaceutiche",NA,NA,http://www.biometec.unict.it/corsi/lm-9
2022/2023,08701,1583327,ISOLE,SICILIA,Catania,ciclo_unico,5,chimica e tecnologia farmaceutiche,NA,farmacia e farmacia industriale,NA,NA,http://www.dsf.unict.it/corsi/lm-13_ctf
2022/2023,08701,1583328,ISOLE,SICILIA,Catania,ciclo_unico,5,farmacia,NA,farmacia e farmacia industriale,NA,NA,http://www.dsf.unict.it/corsi/lm-13
2022/2023,08701,1582269,ISOLE,SICILIA,Catania,magistrale,2,scienze del testo per le professioni digitali,NA,metodologie informatiche per le discipline umanistiche,NA,NA,NA
2022/2023,08701,1580917,ISOLE,SICILIA,Catania,magistrale,2,psicologia,NA,psicologia,98,319,http://www.disfor.unict.it/corsi/lm-51
2022/2023,08701,1582701,ISOLE,SICILIA,Catania,magistrale,2,scienze chimiche,NA,scienze chimiche,NA,NA,http://www.dipchi.unict.it/corsi/lm-54-sc
2022/2023,08701,1581866,ISOLE,SICILIA,Catania,magistrale,2,scienze e tecniche delle attività motorie preventive e adattate,NA,scienze e tecniche delle attività motorie preventive e adattate,NA,NA,http://www.biometec.unict.it/corsi/lm-67
2022/2023,08701,1580918,ISOLE,SICILIA,Catania,magistrale,2,scienze pedagogiche e progettazione educativa,NA,scienze pedagogiche,132,321,http://www.disfor.unict.it/corsi/lm-85
2022/2023,08701,1576627,ISOLE,SICILIA,Catania,magistrale,2,data science,NA,data science,NA,NA,NA
2022/2023,07901,1584990,SUD,CALABRIA,Catanzaro,triennale,3,biotecnologie,NA,biotecnologie,94,316,https://www.sfn.unicz.it/corso_studio/biotecnologie
2022/2023,07901,1584967,SUD,CALABRIA,Catanzaro,triennale,3,ingegneria informatica e biomedica,NA,ingegneria dell'informazione,153,496,https://medicina.unicz.it/corso_studio/ingegneria_informatica_biomedica
2022/2023,07901,1582000,SUD,CALABRIA,Catanzaro,triennale,3,scienze biologiche per l'ambiente,NA,scienze biologiche,NA,NA,http://www.sfn.unicz.it
2022/2023,07901,1585260,SUD,CALABRIA,Catanzaro,triennale,3,scienze delle investigazioni,NA,scienze dei servizi giuridici,NA,NA,https://diges.unicz.it/web/cdl-triennali/scienze-delle-investigazioni/
2022/2023,07901,1585261,SUD,CALABRIA,Catanzaro,triennale,3,organizzazioni delle amministrazioni pubbliche e private,NA,scienze dell'amministrazione e dell'organizzazione,55,244,http://www.diges.unicz.it/web/cdl-triennali/organizzazioni-delle-amministrazioni-pubbliche-e-private/
2022/2023,07901,1585262,SUD,CALABRIA,Catanzaro,triennale,3,economia aziendale,NA,scienze dell'economia e della gestione aziendale,236,844,http://www.diges.unicz.it/web/cdl-triennali/economia-aziendale/%20
2022/2023,07901,1584962,SUD,CALABRIA,Catanzaro,triennale,3,scienze motorie e sportive,NA,scienze delle attività motorie e sportive,170,742,https://medicina.unicz.it/corso_studio/scienze_motorie_sportive
2022/2023,07901,1584963,SUD,CALABRIA,Catanzaro,triennale,3,scienze e tecniche di psicologia cognitiva,NA,scienze e tecniche psicologiche,236,766,https://medicina.unicz.it/corso_studio/scienze_tecniche_psicologia_cognitiva
2022/2023,07901,1580882,SUD,CALABRIA,Catanzaro,triennale,3,scienze e tecnologie cosmetiche e dei prodotti del benessere,NA,scienze e tecnologie farmaceutiche,NA,NA,http://www.sfn.unicz.it
2022/2023,07901,1580945,SUD,CALABRIA,Catanzaro,triennale,3,scienze e tecnologie delle produzioni animali,NA,scienze zootecniche e tecnologie delle produzioni animali,79,213,https://www.sfn.unicz.it/corso_studio/stpa
2022/2023,07901,1585263,SUD,CALABRIA,Catanzaro,triennale,3,sociologia,NA,sociologia,116,424,http://www.diges.unicz.it/web/cdl-triennali/sociologia/
2022/2023,07901,1585264,SUD,CALABRIA,Catanzaro,ciclo_unico,5,giurisprudenza,NA,magistrali in giurisprudenza,185,1451,http://www.diges.unicz.it/web/cdl-magistrali/giurisprudenza/
2022/2023,07901,1585020,SUD,CALABRIA,Catanzaro,magistrale,2,biotecnologie molecolari per la medicina personalizzata,NA,"biotecnologie mediche, veterinarie e farmaceutiche",NA,NA,https://www.sfn.unicz.it/corso_studio/biotecnologie_mediche
2022/2023,07901,1580884,SUD,CALABRIA,Catanzaro,magistrale,2,biotecnologie per l'approccio one health,NA,"biotecnologie mediche, veterinarie e farmaceutiche",NA,NA,http://www.sfn.unicz.it
2022/2023,07901,1584320,SUD,CALABRIA,Catanzaro,ciclo_unico,5,farmacia,NA,farmacia e farmacia industriale,NA,NA,https://www.sfn.unicz.it/corso_studio/farmacia
2022/2023,07901,1584968,SUD,CALABRIA,Catanzaro,magistrale,2,ingegneria biomedica,NA,ingegneria biomedica,29,84,https://medicina.unicz.it/corso_studio/ingegneria_biomedica
2022/2023,07901,1583100,SUD,CALABRIA,Catanzaro,magistrale,2,psicologia cognitiva e neuroscienze,NA,psicologia,NA,NA,https://medicina.unicz.it/corso_studio/psicologia_cognitiva_neuroscienze
2022/2023,07901,1585043,SUD,CALABRIA,Catanzaro,magistrale,2,amministrazioni pubbliche e società,NA,scienze delle pubbliche amministrazioni,NA,NA,http://www.diges.unicz.it/web/cdl-magistrali
2022/2023,07901,1584994,SUD,CALABRIA,Catanzaro,magistrale,2,scienze e tecniche dello sport e delle attività motorie preventive e adattate,NA,scienze e tecniche delle attività motorie preventive e adattate,NA,NA,https://medicina.unicz.it/
2022/2023,07901,1579188,SUD,CALABRIA,Catanzaro,magistrale,2,economia aziendale e management,NA,scienze economico-aziendali,70,145,http://www.diges.unicz.it/web/cdl-magistrali/economia-aziendale-e-management/
